"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype","change"
"TRAFD1",0.0711462884055312,-0.382319354585874,0.058,0.08,1,"TRAFD1","boundaries_0","stable"
"MST1",0.0711816851696387,-0.322823019914606,0.022,0.036,1,"MST1","boundaries_0","stable"
"LIG3",0.0712836529265147,0.541401101298792,0.029,0.015,1,"LIG3","boundaries_0","stable"
"POLR2C",0.0716395225446069,-0.457951792029931,0.063,0.086,1,"POLR2C","boundaries_0","stable"
"LGR5",0.0716686508180891,0.831769145806623,0.018,0.007,1,"LGR5","boundaries_0","stable"
"PTGFRN",0.0716711758033876,2.10690366917647,0.026,0.013,1,"PTGFRN","boundaries_0","stable"
"TLR4",0.0717906774719577,-0.413993381200173,0.025,0.04,1,"TLR4","boundaries_0","stable"
"BAG3",0.0718224376477855,-0.339769339633134,0.015,0.027,1,"BAG3","boundaries_0","stable"
"ILDR2",0.0718443633702238,2.22909089341445,0.015,0.005,1,"ILDR2","boundaries_0","stable"
"KCNH3",0.0718443669987472,2.5616855980607,0.015,0.005,1,"KCNH3","boundaries_0","stable"
"PER1",0.0720725868325387,-0.101404676594141,0.025,0.04,1,"PER1","boundaries_0","stable"
"ADRA1A",0.0721408902928156,2.09890804298811,0.015,0.005,1,"ADRA1A","boundaries_0","stable"
"TOM1L2",0.0723254390362371,-0.311298085680729,0.015,0.027,1,"TOM1L2","boundaries_0","stable"
"DAZL",0.0724280478541706,1.09533624060195,0.018,0.007,1,"DAZL","boundaries_0","stable"
"DLEC1",0.0725996243852605,2.44318209769276,0.013,0.004,1,"DLEC1","boundaries_0","stable"
"ECEL1",0.0727330772429318,2.43048777460293,0.013,0.004,1,"ECEL1","boundaries_0","stable"
"SNHG11",0.0728267026910258,1.85066973090052,0.015,0.005,1,"SNHG11","boundaries_0","stable"
"SMN1",0.0729843188799547,0.68480583672476,0.142,0.117,1,"SMN1","boundaries_0","stable"
"GAD1",0.0730005761728267,2.00121039203801,0.013,0.004,1,"GAD1","boundaries_0","stable"
"RLN2",0.0730064851244262,2.17339366245911,0.015,0.005,1,"RLN2","boundaries_0","stable"
"PLAGL1",0.0731219875118123,-0.214639275694546,0.035,0.053,1,"PLAGL1","boundaries_0","stable"
"FSHR",0.0731346340659236,1.95378620316558,0.013,0.004,1,"FSHR","boundaries_0","stable"
"TRHR",0.0732688887255964,1.96722074899285,0.013,0.004,1,"TRHR","boundaries_0","stable"
"ALOX15",0.0734033403457491,1.95147042864482,0.013,0.004,1,"ALOX15","boundaries_0","stable"
"TNFSF18",0.0736391242661185,1.76339569361339,0.013,0.004,1,"TNFSF18","boundaries_0","stable"
"CCL26",0.0736391265597281,1.64011601461606,0.013,0.004,1,"CCL26","boundaries_0","stable"
"GSE1",0.0737599920025756,-0.325297577132586,0.033,0.049,1,"GSE1","boundaries_0","stable"
"OPTN",0.0740797599373856,-0.280337260471129,0.06,0.082,1,"OPTN","boundaries_0","stable"
"CLPX",0.0749695564018466,-0.287003172796275,0.058,0.08,1,"CLPX","boundaries_0","stable"
"PTPN13",0.0750764780625856,-0.519425488526399,0.027,0.042,1,"PTPN13","boundaries_0","stable"
"PTK7",0.075608496278885,-0.293460234807306,0.03,0.046,1,"PTK7","boundaries_0","stable"
"RALGPS1",0.0756692761119016,1.52349013964614,0.03,0.016,1,"RALGPS1","boundaries_0","stable"
"HOXB4",0.0757942798356842,-0.323309875438866,0.018,0.031,1,"HOXB4","boundaries_0","stable"
"CDK18",0.0762148638385203,-0.33756780574749,0.01,0.02,1,"CDK18","boundaries_0","stable"
"ESR2",0.0763125068550639,1.40171492218993,0.028,0.015,1,"ESR2","boundaries_0","stable"
"SIN3A",0.0763550637426305,-0.252162056622502,0.074,0.099,1,"SIN3A","boundaries_0","stable"
"ITGA6",0.0768627318725084,1.39613340462147,0.035,0.02,1,"ITGA6","boundaries_0","stable"
"PDGFA",0.0769594422494339,1.46444624203429,0.021,0.009,1,"PDGFA","boundaries_0","stable"
"FOXP4",0.0770396841883554,-0.41502825480408,0.031,0.047,1,"FOXP4","boundaries_0","stable"
"WDR12",0.0775786857978892,1.3539081618059,0.035,0.02,1,"WDR12","boundaries_0","stable"
"SSTR3",0.0776871897286661,1.25795503358238,0.021,0.009,1,"SSTR3","boundaries_0","stable"
"SELPLG",0.0777608141156389,-0.262221453522105,0.034,0.051,1,"SELPLG","boundaries_0","stable"
"IPO9",0.0780666252476801,-0.707519787117475,0.045,0.064,1,"IPO9","boundaries_0","stable"
"RAD54L",0.0780667397391222,1.21766005246962,0.021,0.009,1,"RAD54L","boundaries_0","stable"
"ALDH3A2",0.0789569183751946,-0.273688448251333,0.03,0.046,1,"ALDH3A2","boundaries_0","stable"
"STAT5B",0.0790002463959787,-0.503314945478805,0.053,0.073,1,"STAT5B","boundaries_0","stable"
"ADGRL1",0.0792523412568029,-0.882243218557416,0.009,0.018,1,"ADGRL1","boundaries_0","stable"
"CDH5",0.0792867673463041,-0.694555019653431,0.009,0.018,1,"CDH5","boundaries_0","stable"
"LIPA",0.0794700396699142,-0.316388616125323,0.059,0.08,1,"LIPA","boundaries_0","stable"
"TUBB2B",0.0796461096560372,0.992354192689963,0.03,0.016,1,"TUBB2B","boundaries_0","stable"
"CDK3",0.0797324475789627,-0.435208043970858,0.017,0.029,1,"CDK3","boundaries_0","stable"
"NXN",0.0797801118970216,1.09334443621665,0.039,0.024,1,"NXN","boundaries_0","stable"
"EBP",0.079894542413504,-0.75136845646035,0.026,0.04,1,"EBP","boundaries_0","stable"
"HNRNPF",0.0800457632797559,-0.200123563773218,0.158,0.193,1,"HNRNPF","boundaries_0","stable"
"RFC3",0.0800800859538135,-0.388323914966784,0.029,0.044,1,"RFC3","boundaries_0","stable"
"PTPRJ",0.0802307097234185,-0.164840563946766,0.021,0.035,1,"PTPRJ","boundaries_0","stable"
"CLCN3",0.0803344920293099,-0.413967774772546,0.034,0.051,1,"CLCN3","boundaries_0","stable"
"KCTD20",0.0804330918845405,-0.486884195616282,0.036,0.053,1,"KCTD20","boundaries_0","stable"
"SNURF",0.0809142817715498,-0.122024150151179,0.054,0.075,1,"SNURF","boundaries_0","stable"
"MFN2",0.0814325495261333,-0.630811615671259,0.039,0.057,1,"MFN2","boundaries_0","stable"
"ASH2L",0.0815411104743484,-0.253274336933464,0.039,0.057,1,"ASH2L","boundaries_0","stable"
"SLC1A2",0.0815857133964808,1.66820167199826,0.018,0.007,1,"SLC1A2","boundaries_0","stable"
"GBP5",0.0816353114550719,-0.449447308132966,0.038,0.055,1,"GBP5","boundaries_0","stable"
"TPX2",0.0819047848522291,0.385568355922269,0.03,0.016,1,"TPX2","boundaries_0","stable"
"ACVRL1",0.0820587638324828,-0.554358991643733,0.02,0.033,1,"ACVRL1","boundaries_0","stable"
"TERT",0.0821350145020926,1.69345886864413,0.018,0.007,1,"TERT","boundaries_0","stable"
"CCND2",0.0823729183034975,-0.224819514509445,0.148,0.181,1,"CCND2","boundaries_0","stable"
"LGR6",0.0824880218147158,-0.599400698325622,0.013,0.024,1,"LGR6","boundaries_0","stable"
"SOX9",0.082810447640557,1.3238368501003,0.018,0.007,1,"SOX9","boundaries_0","stable"
"FOXJ2",0.0828253021436951,0.831158049623466,0.042,0.026,1,"FOXJ2","boundaries_0","stable"
"CYCS",0.0828318466325293,-0.334626140782757,0.067,0.089,1,"CYCS","boundaries_0","stable"
"NOTCH2",0.0832272092696446,-0.147757436498571,0.114,0.144,1,"NOTCH2","boundaries_0","stable"
"ISOC2",0.0837249303498969,-1.02542630941772,0.016,0.027,1,"ISOC2","boundaries_0","stable"
"INSM1",0.0840414888210999,2.3885330020223,0.015,0.005,1,"INSM1","boundaries_0","stable"
"ANP32E",0.0842145420339587,-0.409619900829233,0.055,0.075,1,"ANP32E","boundaries_0","stable"
"DZIP1L",0.0843154715444769,3.03623120937337,0.015,0.005,1,"DZIP1L","boundaries_0","stable"
"SULF2",0.0844928977436853,0.82018753264785,0.023,0.011,1,"SULF2","boundaries_0","stable"
"CNTLN",0.0849345608748628,2.48362660899541,0.015,0.005,1,"CNTLN","boundaries_0","stable"
"IL5RA",0.0853296609706635,1.27357983898405,0.025,0.013,1,"IL5RA","boundaries_0","stable"
"CLDN7",0.085391393302338,-0.848899690027119,0.008,0.016,1,"CLDN7","boundaries_0","stable"
"ABCC8",0.0858586569077766,3.03082941558939,0.012,0.004,1,"ABCC8","boundaries_0","stable"
"UBE2T",0.0859320409657487,1.5421562727321,0.034,0.02,1,"UBE2T","boundaries_0","stable"
"TRPA1",0.0859367320700312,2.218417044027,0.012,0.004,1,"TRPA1","boundaries_0","stable"
"AGRP",0.0861713122399733,2.62955784279618,0.012,0.004,1,"AGRP","boundaries_0","stable"
"SOX8",0.0861713122399733,2.51856023221624,0.012,0.004,1,"SOX8","boundaries_0","stable"
"CHRNB2",0.0861837969048445,1.63537609168509,0.015,0.005,1,"CHRNB2","boundaries_0","stable"
"EIF4A3",0.0862271070175602,0.670160006127814,0.063,0.044,1,"EIF4A3","boundaries_0","stable"
"NFATC2",0.0862319591211855,-0.432623028578141,0.044,0.062,1,"NFATC2","boundaries_0","stable"
"SELP",0.0862496196109515,2.27064259512771,0.012,0.004,1,"SELP","boundaries_0","stable"
"STRN4",0.0862659991443405,-0.375358413253213,0.038,0.055,1,"STRN4","boundaries_0","stable"
"LURAP1",0.0863279818427446,2.6329677552186,0.012,0.004,1,"LURAP1","boundaries_0","stable"
"PDE6H",0.0866034895348588,1.58112551602431,0.015,0.005,1,"PDE6H","boundaries_0","stable"
"PLG",0.0867206716988445,1.98780424200987,0.012,0.004,1,"PLG","boundaries_0","stable"
"CA12",0.0867639567772702,1.9746153496474,0.02,0.009,1,"CA12","boundaries_0","stable"
"PTGIS",0.086878144629668,1.80069156270313,0.012,0.004,1,"PTGIS","boundaries_0","stable"
"TRIM23",0.0869508755851034,-0.328020012928712,0.026,0.04,1,"TRIM23","boundaries_0","stable"
"PORCN",0.08711479989125,1.73872354034452,0.012,0.004,1,"PORCN","boundaries_0","stable"
"KCNJ1",0.0872728527872765,0.63911473154693,0.012,0.004,1,"KCNJ1","boundaries_0","stable"
"IL10RB",0.0873550587918306,-0.696848193568868,0.032,0.047,1,"IL10RB","boundaries_0","stable"
"CD3EAP",0.0875103698798784,1.64794338430208,0.012,0.004,1,"CD3EAP","boundaries_0","stable"
"SLCO1C1",0.0875891874749445,0.45457675372101,0.015,0.005,1,"SLCO1C1","boundaries_0","stable"
"SERPINA5",0.0878278729265861,1.3514628230458,0.012,0.004,1,"SERPINA5","boundaries_0","stable"
"NBL1",0.0878561883199358,-0.16206699623769,0.092,0.119,1,"NBL1","boundaries_0","stable"
"TAB2",0.0879269683078664,-0.360842112416434,0.047,0.066,1,"TAB2","boundaries_0","stable"
"MYOF",0.0880138138008009,0.129801452107161,0.02,0.033,1,"MYOF","boundaries_0","stable"
"NFE2L3",0.0881925600732819,0.646011607048772,0.046,0.029,1,"NFE2L3","boundaries_0","stable"
"IL1B",0.088393715566833,1.57203386234222,0.02,0.009,1,"IL1B","boundaries_0","stable"
"TNFRSF10A",0.088416681979161,-0.50092960562809,0.044,0.062,1,"TNFRSF10A","boundaries_0","stable"
"CENPB",0.0887547147321447,-0.541617857392163,0.035,0.051,1,"CENPB","boundaries_0","stable"
"NAP1L5",0.0887592170513693,1.6790734827168,0.02,0.009,1,"NAP1L5","boundaries_0","stable"
"CFL2",0.088780144295626,1.1711172556091,0.027,0.015,1,"CFL2","boundaries_0","stable"
"CCNB2",0.0891675995463869,1.17358583166215,0.03,0.016,1,"CCNB2","boundaries_0","stable"
"LRP1",0.0894682501255197,-0.506161502741868,0.019,0.031,1,"LRP1","boundaries_0","stable"
"MCPH1",0.0895496206955711,0.649399821480429,0.041,0.026,1,"MCPH1","boundaries_0","stable"
"PIP4K2A",0.0895881726071959,-0.384164397082497,0.064,0.086,1,"PIP4K2A","boundaries_0","stable"
"ANO1",0.0897398415569642,1.409453426469,0.02,0.009,1,"ANO1","boundaries_0","stable"
"NEURL4",0.089821290000953,1.16500604650158,0.032,0.018,1,"NEURL4","boundaries_0","stable"
"CELSR1",0.0898923910093869,1.04855012049993,0.03,0.016,1,"CELSR1","boundaries_0","stable"
"FOXA1",0.0898941758464169,-0.705896005003658,0.007,0.015,1,"FOXA1","boundaries_0","stable"
"MAP4K2",0.0900042669950734,0.509734954978887,0.083,0.06,1,"MAP4K2","boundaries_0","stable"
"ADRB1",0.0901433943103812,0.545053165620494,0.061,0.042,1,"ADRB1","boundaries_0","stable"
"GDF11",0.0903976105735946,-0.691055111411417,0.012,0.022,1,"GDF11","boundaries_0","stable"
"LY9",0.0909642551117608,-0.475114405709747,0.058,0.078,1,"LY9","boundaries_0","stable"
"MEIS1",0.0910119227412101,-0.247059341678791,0.012,0.022,1,"MEIS1","boundaries_0","stable"
"UPF1",0.09177716236419,0.656030770419952,0.081,0.06,1,"UPF1","boundaries_0","stable"
"ANKRD40",0.0918036281857478,-0.654403560540866,0.029,0.044,1,"ANKRD40","boundaries_0","stable"
"NUCB2",0.0919609056187922,-0.61514389793641,0.038,0.055,1,"NUCB2","boundaries_0","stable"
"TFAP2B",0.0925043750187533,-1.34101179757223,0.006,0.013,1,"TFAP2B","boundaries_0","stable"
"MDM1",0.0925595537495423,0.972466619964998,0.047,0.031,1,"MDM1","boundaries_0","stable"
"CDK6",0.0927902435205947,-0.784330818235544,0.026,0.04,1,"CDK6","boundaries_0","stable"
"ADNP",0.0928005635680814,-0.347218108614312,0.071,0.093,1,"ADNP","boundaries_0","stable"
"FAR1",0.0930244242532682,-0.106965449177488,0.075,0.099,1,"FAR1","boundaries_0","stable"
"FASLG",0.093238166382761,-0.564340164269008,0.025,0.038,1,"FASLG","boundaries_0","stable"
"NCF4",0.0939247090930207,-0.586318140869119,0.047,0.066,1,"NCF4","boundaries_0","stable"
"C1QTNF1",0.0942290632862145,1.50259607560246,0.034,0.02,1,"C1QTNF1","boundaries_0","stable"
"TRAF3IP2",0.0946780693293155,-0.859821830850172,0.015,0.026,1,"TRAF3IP2","boundaries_0","stable"
"MACC1",0.094711961920846,1.74018659242863,0.017,0.007,1,"MACC1","boundaries_0","stable"
"COL4A5",0.0947209061534125,-0.742204254470484,0.005,0.011,1,"COL4A5","boundaries_0","stable"
"FAM107A",0.0949372149146721,-0.821849619624371,0.005,0.011,1,"FAM107A","boundaries_0","stable"
"SCAMP4",0.0950606605495116,1.87251694802539,0.017,0.007,1,"SCAMP4","boundaries_0","stable"
"SLC24A1",0.0953403510511226,1.67074479816961,0.017,0.007,1,"SLC24A1","boundaries_0","stable"
"POMGNT1",0.0954315884971806,-0.369016240660942,0.032,0.047,1,"POMGNT1","boundaries_0","stable"
"GPR63",0.0956207039649709,1.59187914981496,0.017,0.007,1,"GPR63","boundaries_0","stable"
"ERGIC2",0.0956263382936817,-0.447126964891482,0.029,0.044,1,"ERGIC2","boundaries_0","stable"
"PEG10",0.0959704222401373,-1.22823016309319,0.015,0.026,1,"PEG10","boundaries_0","stable"
"DKK1",0.0961183699844854,-0.865315339381595,0.011,0.02,1,"DKK1","boundaries_0","stable"
"LEPROTL1",0.0962526175036922,-0.211635262463029,0.049,0.068,1,"LEPROTL1","boundaries_0","stable"
"BCAR3",0.0963218172329961,1.75074806614002,0.029,0.016,1,"BCAR3","boundaries_0","stable"
"PRKD3",0.0966567501927791,0.618426169870313,0.083,0.062,1,"PRKD3","boundaries_0","stable"
"TUBA4A",0.0967974211191742,-0.57371491481374,0.048,0.066,1,"TUBA4A","boundaries_0","stable"
"ABCC2",0.0970678878203103,1.14035006946206,0.017,0.007,1,"ABCC2","boundaries_0","stable"
"BTAF1",0.0981789664636148,-0.336859240240386,0.099,0.124,1,"BTAF1","boundaries_0","stable"
"PRF1",0.0982734473357668,-0.704124413109656,0.011,0.02,1,"PRF1","boundaries_0","stable"
"IPO5",0.0987645975694093,0.832069251935779,0.087,0.066,1,"IPO5","boundaries_0","stable"
"RPUSD2",0.0991944893710682,-0.827527072550153,0.018,0.029,1,"RPUSD2","boundaries_0","stable"
"SLC9A3",0.0994532157774764,2.08552836244516,0.014,0.005,1,"SLC9A3","boundaries_0","stable"
"USF1",0.0994772818248316,-0.471921794771833,0.04,0.057,1,"USF1","boundaries_0","stable"
"BCR",0.0994799310520114,0.736682113818481,0.068,0.049,1,"BCR","boundaries_0","stable"
"WDHD1",0.0995570391233074,1.14941158228902,0.025,0.013,1,"WDHD1","boundaries_0","stable"
"NCEH1",0.0997070547830123,0.896295012553972,0.025,0.013,1,"NCEH1","boundaries_0","stable"
"BOLL",0.100092341516549,1.96443653944142,0.014,0.005,1,"BOLL","boundaries_0","stable"
"ACAP2",0.100246380912905,-0.301037474059713,0.038,0.055,1,"ACAP2","boundaries_0","stable"
"MAD1L1",0.100268258309148,-0.221861858525773,0.038,0.055,1,"MAD1L1","boundaries_0","stable"
"METTL3",0.100334055630959,-0.12749888743721,0.067,0.089,1,"METTL3","boundaries_0","stable"
"CDH7",0.100895856924327,1.65993033068509,0.014,0.005,1,"CDH7","boundaries_0","stable"
"CP",0.10093616232272,1.37285471394683,0.014,0.005,1,"CP","boundaries_0","stable"
"GPR3",0.101137909773664,1.3581366838279,0.014,0.005,1,"GPR3","boundaries_0","stable"
"MITD1",0.101178287316299,-0.563775756205844,0.05,0.068,1,"MITD1","boundaries_0","stable"
"ADA",0.101372843551677,-0.722694779218312,0.025,0.038,1,"ADA","boundaries_0","stable"
"IL22",0.101420884489364,1.41015437026706,0.014,0.005,1,"IL22","boundaries_0","stable"
"CHODL",0.101727804322788,2.94574020511355,0.011,0.004,1,"CHODL","boundaries_0","stable"
"GABRG2",0.101727807291542,2.59232053005775,0.011,0.004,1,"GABRG2","boundaries_0","stable"
"CIP2A",0.101786002203452,0.989764010727751,0.036,0.022,1,"CIP2A","boundaries_0","stable"
"MFGE8",0.101827386535242,0.861727799203329,0.062,0.044,1,"MFGE8","boundaries_0","stable"
"OBP2A",0.102002335571189,2.4035319616404,0.011,0.004,1,"OBP2A","boundaries_0","stable"
"PER2",0.102093990802179,2.21011197890721,0.011,0.004,1,"PER2","boundaries_0","stable"
"PDZD7",0.102185699660724,2.33098591613712,0.011,0.004,1,"PDZD7","boundaries_0","stable"
"SSRP1",0.102274739613831,0.46650084285163,0.071,0.051,1,"SSRP1","boundaries_0","stable"
"TBX4",0.10236931405063,2.14033662363416,0.011,0.004,1,"TBX4","boundaries_0","stable"
"TSSK1B",0.102461210702396,2.25346557017806,0.011,0.004,1,"TSSK1B","boundaries_0","stable"
"EIF2AK3",0.102650802712759,0.648578870208838,0.066,0.047,1,"EIF2AK3","boundaries_0","stable"
"PFKFB3",0.102734544026964,0.889979566061911,0.094,0.073,1,"PFKFB3","boundaries_0","stable"
"P2RY12",0.102737318408359,1.87073844328922,0.011,0.004,1,"P2RY12","boundaries_0","stable"
"GRK5",0.102921440793327,-0.377844504473147,0.045,0.062,1,"GRK5","boundaries_0","stable"
"NUP98",0.103001471371246,-0.275802141834371,0.062,0.082,1,"NUP98","boundaries_0","stable"
"TKTL1",0.103106398210058,1.88342950925218,0.011,0.004,1,"TKTL1","boundaries_0","stable"
"DDX43",0.103198829705512,2.1051955093878,0.011,0.004,1,"DDX43","boundaries_0","stable"
"PSMD1",0.103198830376137,-0.33525588154164,0.04,0.057,1,"PSMD1","boundaries_0","stable"
"GPR4",0.103291327070847,1.80858119421632,0.011,0.004,1,"GPR4","boundaries_0","stable"
"KLHL14",0.103301703925831,0.95037246163231,0.029,0.016,1,"KLHL14","boundaries_0","stable"
"HES1",0.103358502498219,-1.0972247554203,0.01,0.018,1,"HES1","boundaries_0","stable"
"SCML2",0.103383887342634,1.24241648532003,0.011,0.004,1,"SCML2","boundaries_0","stable"
"DNAJA1",0.103684774854396,-0.181606837210853,0.079,0.102,1,"DNAJA1","boundaries_0","stable"
"GLS",0.104105674928673,0.401270160100567,0.156,0.13,1,"GLS","boundaries_0","stable"
"NCBP1",0.104567766867241,-0.213907805794778,0.068,0.089,1,"NCBP1","boundaries_0","stable"
"IPO11",0.104802532726506,0.868642520846633,0.036,0.022,1,"IPO11","boundaries_0","stable"
"COL4A2",0.105191881734584,-0.344770248011004,0.065,0.086,1,"COL4A2","boundaries_0","stable"
"ITGB5",0.105499268032111,1.87851333388106,0.022,0.011,1,"ITGB5","boundaries_0","stable"
"SEMA3C",0.106020573806542,-0.833895892952851,0.01,0.018,1,"SEMA3C","boundaries_0","stable"
"BAZ2B",0.106105968691603,-0.602709759330644,0.01,0.018,1,"BAZ2B","boundaries_0","stable"
"TNFRSF18",0.106362463276818,-0.653908539280501,0.01,0.018,1,"TNFRSF18","boundaries_0","stable"
"FRMD6",0.107048886425409,-0.360665680569302,0.01,0.018,1,"FRMD6","boundaries_0","stable"
"ANPEP",0.107588064057844,1.27835334373289,0.022,0.011,1,"ANPEP","boundaries_0","stable"
"HTATIP2",0.107596311364519,-0.611030505045876,0.034,0.049,1,"HTATIP2","boundaries_0","stable"
"ALAD",0.107655982765269,-0.668109436310773,0.017,0.027,1,"ALAD","boundaries_0","stable"
"MYO1E",0.107952529165642,0.266150453734185,0.041,0.026,1,"MYO1E","boundaries_0","stable"
"PMS2",0.108309862341972,0.61013249458582,0.042,0.027,1,"PMS2","boundaries_0","stable"
"SLC25A39",0.108393041268427,-0.313609202793484,0.057,0.077,1,"SLC25A39","boundaries_0","stable"
"POTEF",0.108998274578392,0.935354406868813,0.055,0.038,1,"POTEF","boundaries_0","stable"
"PSMD4",0.109012201183728,0.39381260478498,0.083,0.062,1,"PSMD4","boundaries_0","stable"
"CDH3",0.109216576587798,-0.531025645439298,0.01,0.018,1,"CDH3","boundaries_0","stable"
"NUDT16L1",0.109417567277588,-0.492861593384267,0.022,0.035,1,"NUDT16L1","boundaries_0","stable"
"RAD50",0.110030732531906,-0.290537009184209,0.025,0.038,1,"RAD50","boundaries_0","stable"
"DMKN",0.110253456548677,1.73384830024397,0.017,0.007,1,"DMKN","boundaries_0","stable"
"MAP2K4",0.110413843885821,-0.198574829280391,0.028,0.042,1,"MAP2K4","boundaries_0","stable"
"GIPC2",0.110492916548213,1.7084166895145,0.017,0.007,1,"GIPC2","boundaries_0","stable"
"CCDC103",0.111173601730428,1.05003847778046,0.017,0.007,1,"CCDC103","boundaries_0","stable"
"MMACHC",0.111817272156669,1.39718161287947,0.017,0.007,1,"MMACHC","boundaries_0","stable"
"COCH",0.111958436259148,1.41300419968706,0.026,0.015,1,"COCH","boundaries_0","stable"
"ESR1",0.112099802003116,1.1824071887137,0.017,0.007,1,"ESR1","boundaries_0","stable"
"PRICKLE1",0.112130706789014,0.893119289233044,0.035,0.022,1,"PRICKLE1","boundaries_0","stable"
"CREB1",0.112318463788908,-0.212931962316307,0.059,0.078,1,"CREB1","boundaries_0","stable"
"DNAH8",0.112625987738409,0.732756465500394,0.017,0.007,1,"DNAH8","boundaries_0","stable"
"CGNL1",0.112707110153148,1.17854911838579,0.017,0.007,1,"CGNL1","boundaries_0","stable"
"APEX1",0.11290841699984,-0.239738130244001,0.091,0.115,1,"APEX1","boundaries_0","stable"
"ACSL4",0.112999081799037,-0.395709209285141,0.039,0.055,1,"ACSL4","boundaries_0","stable"
"TSHR",0.113271997153078,1.04452691468923,0.024,0.013,1,"TSHR","boundaries_0","stable"
"SIRPG",0.113446467303724,-0.347195808659572,0.034,0.049,1,"SIRPG","boundaries_0","stable"
